Year ,Crop ,Month ,City,State,Price
2023.0,Barley,February,Bhopal ,Madhyapradesh ,2156.0
2023.0,Barley,March,Bhopal ,Madhyapradesh ,2204.0
2023.0,Barley,April,Bhopal ,Madhyapradesh ,2198.0
2023.0,Barley,May,Bhopal ,Madhyapradesh ,2180.0
2023.0,Barley,June,Bhopal ,Madhyapradesh ,2180.0
2023.0,Barley,July,Bhopal ,Madhyapradesh ,2275.0
2023.0,Barley,August,Bhopal ,Madhyapradesh ,2400.0
2023.0,Barley,September,Bhopal ,Madhyapradesh ,2460.0
2023.0,Barley,October,Bhopal ,Madhyapradesh ,2350.0
2023.0,Barley,November,Bhopal ,Madhyapradesh ,2500.0
2023.0,Barley,December,Bhopal ,Madhyapradesh ,2580.0
2023.0,Barley,January,Hissar,Haryana,2778.0
2023.0,Barley,February,Hissar,Haryana,2605.0
2023.0,Barley,March,Hissar,Haryana,2136.0
2023.0,Barley,April,Hissar,Haryana,1838.0
2023.0,Barley,May,Hissar,Haryana,1789.0
2023.0,Barley,June,Hissar,Haryana,1676.0
2023.0,Barley,July,Hissar,Haryana,1635.0
2023.0,Barley,August,Hissar,Haryana,1655.0
2023.0,Barley,September,Hissar,Haryana,1790.0
2023.0,Barley,October,Hissar,Haryana,1850.0
2023.0,Barley,November,Hissar,Haryana,1878.0
2023.0,Barley,December,Hissar,Haryana,1816.0
2023.0,Barley,January,Alwar,Rajasthan ,2650.0
2023.0,Barley,February,Alwar,Rajasthan ,2650.0
2023.0,Barley,March,Alwar,Rajasthan ,2031.0
2023.0,Barley,April,Alwar,Rajasthan ,1939.0
2023.0,Barley,May,Alwar,Rajasthan ,1838.0
2023.0,Barley,June,Alwar,Rajasthan ,1714.0
2023.0,Barley,July,Alwar,Rajasthan ,1663.0
2023.0,Barley,August,Alwar,Rajasthan ,1610.0
2023.0,Barley,September,Alwar,Rajasthan ,1656.0
2023.0,Barley,October,Alwar,Rajasthan ,1610.0
2023.0,Barley,November,Alwar,Rajasthan ,1740.0
2023.0,Barley,December,Alwar,Rajasthan ,1743.0
2023.0,Barley,January,Bhilwara ,Rajasthan ,2873.0
2023.0,Barley,February,Bhilwara ,Rajasthan ,2873.0
2023.0,Barley,March,Bhilwara ,Rajasthan ,2050.0
2023.0,Barley,April,Bhilwara ,Rajasthan ,1945.0
2023.0,Barley,May,Bhilwara ,Rajasthan ,1860.0
2023.0,Barley,June,Bhilwara ,Rajasthan ,1738.0
2023.0,Barley,July,Bhilwara ,Rajasthan ,1710.0
2023.0,Barley,August,Bhilwara ,Rajasthan ,1629.0
2023.0,Barley,September,Bhilwara ,Rajasthan ,1749.0
2023.0,Barley,October,Bhilwara ,Rajasthan ,1779.0
2023.0,Barley,November,Bhilwara ,Rajasthan ,1809.0
2023.0,Barley,December,Bhilwara ,Rajasthan ,1945.0
2022.0,Barley,January,Gorakhpur ,Uttarpradesh ,1891.0
2022.0,Barley,February,Gorakhpur ,Uttarpradesh ,1944.0
2022.0,Barley,March,Gorakhpur ,Uttarpradesh ,1993.0
2022.0,Barley,April,Gorakhpur ,Uttarpradesh ,2011.0
2022.0,Barley,May,Gorakhpur ,Uttarpradesh ,2156.0
2022.0,Barley,June,Gorakhpur ,Uttarpradesh ,2294.0
2022.0,Barley,July,Gorakhpur ,Uttarpradesh ,2430.0
2022.0,Barley,August,Gorakhpur ,Uttarpradesh ,2521.0
2022.0,Barley,September,Gorakhpur ,Uttarpradesh ,2599.0
2022.0,Barley,October,Gorakhpur ,Uttarpradesh ,2639.0
2022.0,Barley,November,Gorakhpur ,Uttarpradesh ,2665.0
2022.0,Barley,December,Gorakhpur ,Uttarpradesh ,2655.0
2022.0,Barley,January,Hapur,Uttarpradesh ,1981.0
2022.0,Barley,February,Hapur,Uttarpradesh ,2016.0
2022.0,Barley,March,Hapur,Uttarpradesh ,2109.0
2022.0,Barley,April,Hapur,Uttarpradesh ,2212.0
2022.0,Barley,May,Hapur,Uttarpradesh ,2623.0
2022.0,Barley,June,Hapur,Uttarpradesh ,2640.0
2022.0,Barley,July,Hapur,Uttarpradesh ,2652.0
2022.0,Barley,August,Hapur,Uttarpradesh ,2765.0
2022.0,Barley,September,Hapur,Uttarpradesh ,2827.0
2022.0,Barley,October,Hapur,Uttarpradesh ,2719.0
2022.0,Barley,November,Hapur,Uttarpradesh ,2740.0
2022.0,Barley,December,Hapur,Uttarpradesh ,2808.0
2022.0,Barley,January,Kanpur ,Uttarpradesh ,2239.0
2022.0,Barley,February,Kanpur ,Uttarpradesh ,2196.0
2022.0,Barley,March,Kanpur ,Uttarpradesh ,2256.0
2022.0,Barley,April,Kanpur ,Uttarpradesh ,2394.0
2022.0,Barley,May,Kanpur ,Uttarpradesh ,2643.0
2022.0,Barley,June,Kanpur ,Uttarpradesh ,2668.0
2022.0,Barley,July,Kanpur ,Uttarpradesh ,2777.0
2022.0,Barley,August,Kanpur ,Uttarpradesh ,2960.0
2022.0,Barley,September,Kanpur ,Uttarpradesh ,2890.0
2022.0,Barley,October,Kanpur ,Uttarpradesh ,2759.0
2022.0,Barley,November,Kanpur ,Uttarpradesh ,2810.0
2022.0,Barley,December,Kanpur ,Uttarpradesh ,2965.0
2022.0,Barley,January,Delhi ,Delhi ,2000.0
2022.0,Barley,February,Delhi ,Delhi ,1950.0
2022.0,Barley,March,Delhi ,Delhi ,1900.0
2022.0,Barley,April,Delhi ,Delhi ,1920.0
2022.0,Barley,May,Delhi ,Delhi ,2000.0
2022.0,Barley,June,Delhi ,Delhi ,2200.0
2022.0,Barley,July,Delhi ,Delhi ,2200.0
2022.0,Barley,August,Delhi ,Delhi ,2200.0
2022.0,Barley,September,Delhi ,Delhi ,2020.0
2022.0,Barley,October,Delhi ,Delhi ,1900.0
2022.0,Barley,November,Delhi ,Delhi ,1975.0
2022.0,Barley,December,Delhi ,Delhi ,2030.0
2023.0,Barley,January,Gorakhpur ,Uttarpradesh ,2726.0
2023.0,Barley,February,Gorakhpur ,Uttarpradesh ,2766.0
2023.0,Barley,March,Gorakhpur ,Uttarpradesh ,2725.0
2023.0,Barley,April,Gorakhpur ,Uttarpradesh ,2550.0
2023.0,Barley,May,Gorakhpur ,Uttarpradesh ,2419.0
2023.0,Barley,June,Gorakhpur ,Uttarpradesh ,2360.0
2023.0,Barley,July,Gorakhpur ,Uttarpradesh ,2300.0
2023.0,Barley,August,Gorakhpur ,Uttarpradesh ,2243.0
2023.0,Barley,September,Gorakhpur ,Uttarpradesh ,2239.0
2023.0,Barley,October,Gorakhpur ,Uttarpradesh ,2261.0
2023.0,Barley,November,Gorakhpur ,Uttarpradesh ,2276.0
2023.0,Barley,December,Gorakhpur ,Uttarpradesh ,2191.0
2023.0,Barley,January,Hapur,Uttarpradesh ,2814.0
2023.0,Barley,February,Hapur,Uttarpradesh ,2829.0
2023.0,Barley,March,Hapur,Uttarpradesh ,2777.0
2023.0,Barley,April,Hapur,Uttarpradesh ,2450.0
2023.0,Barley,May,Hapur,Uttarpradesh ,2146.0
2023.0,Barley,June,Hapur,Uttarpradesh ,2237.0
2023.0,Barley,July,Hapur,Uttarpradesh ,2233.0
2023.0,Barley,August,Hapur,Uttarpradesh ,2241.0
2023.0,Barley,September,Hapur,Uttarpradesh ,2284.0
2023.0,Barley,October,Hapur,Uttarpradesh ,2304.0
2023.0,Barley,November,Hapur,Uttarpradesh ,2269.0
2023.0,Barley,December,Hapur,Uttarpradesh ,2180.0
2023.0,Barley,January,Kanpur ,Uttarpradesh ,3233.0
2023.0,Barley,February,Kanpur ,Uttarpradesh ,3161.0
2023.0,Barley,March,Kanpur ,Uttarpradesh ,2755.0
2023.0,Barley,April,Kanpur ,Uttarpradesh ,2360.0
2023.0,Barley,May,Kanpur ,Uttarpradesh ,2266.0
2023.0,Barley,June,Kanpur ,Uttarpradesh ,2376.0
2023.0,Barley,July,Kanpur ,Uttarpradesh ,2363.0
2023.0,Barley,August,Kanpur ,Uttarpradesh ,2354.0
2023.0,Barley,September,Kanpur ,Uttarpradesh ,2383.0
2023.0,Barley,October,Kanpur ,Uttarpradesh ,2426.0
2023.0,Barley,November,Kanpur ,Uttarpradesh ,2476.0
2023.0,Barley,December,Kanpur ,Uttarpradesh ,2252.0
2023.0,Barley,January,Delhi ,Delhi ,2125.0
2023.0,Barley,February,Delhi ,Delhi ,2163.0
2023.0,Barley,March,Delhi ,Delhi ,2250.0
2023.0,Barley,April,Delhi ,Delhi ,2350.0
2023.0,Barley,May,Delhi ,Delhi ,2450.0
2023.0,Barley,June,Delhi ,Delhi ,2450.0
2023.0,Barley,July,Delhi ,Delhi ,2425.0
2023.0,Barley,August,Delhi ,Delhi ,2433.0
2023.0,Barley,September,Delhi ,Delhi ,2501.0
2023.0,Barley,October,Delhi ,Delhi ,2438.0
2023.0,Barley,November,Delhi ,Delhi ,2388.0
2023.0,Barley,December,Delhi ,Delhi ,2350.0
2022.0,Potato ,January,Hyderabad,Telangana,1200.0
2022.0,Potato ,February,Hyderabad,Telangana,1250.0
2022.0,Potato ,March,Hyderabad,Telangana,1450.0
2022.0,Potato ,April,Hyderabad,Telangana,1710.0
2022.0,Potato ,May,Hyderabad,Telangana,1800.0
2022.0,Potato ,June,Hyderabad,Telangana,1825.0
2022.0,Potato ,July,Hyderabad,Telangana,2120.0
2022.0,Potato ,August,Hyderabad,Telangana,2175.0
2022.0,Potato ,September,Hyderabad,Telangana,1940.0
2022.0,Potato ,October,Hyderabad,Telangana,2200.0
2022.0,Potato ,November,Hyderabad,Telangana,2325.0
2022.0,Potato ,December,Hyderabad,Telangana,3240.0
2022.0,Potato ,January,Guwahati,Assam,1175.0
2022.0,Potato ,February,Guwahati,Assam,1250.0
2022.0,Potato ,March,Guwahati,Assam,1438.0
2022.0,Potato ,April,Guwahati,Assam,1605.0
2022.0,Potato ,May,Guwahati,Assam,1988.0
2022.0,Potato ,June,Guwahati,Assam,2256.0
2022.0,Potato ,July,Guwahati,Assam,2305.0
2022.0,Potato ,August,Guwahati,Assam,2275.0
2022.0,Potato ,September,Guwahati,Assam,2270.0
2022.0,Potato ,October,Guwahati,Assam,2450.0
2022.0,Potato ,November,Guwahati,Assam,2375.0
2022.0,Potato ,December,Guwahati,Assam,1920.0
2022.0,Potato ,January,Patna ,Bihar ,1065.0
2022.0,Potato ,February,Patna ,Bihar ,960.0
2022.0,Potato ,March,Patna ,Bihar ,1043.0
2022.0,Potato ,April,Patna ,Bihar ,1130.0
2022.0,Potato ,May,Patna ,Bihar ,1160.0
2022.0,Potato ,June,Patna ,Bihar ,1273.0
2022.0,Potato ,July,Patna ,Bihar ,1504.0
2022.0,Potato ,August,Patna ,Bihar ,1670.0
2022.0,Potato ,September,Patna ,Bihar ,1700.0
2022.0,Potato ,October,Patna ,Bihar ,1768.0
2022.0,Potato ,November,Patna ,Bihar ,1700.0
2022.0,Potato ,December,Patna ,Bihar ,1392.0
2022.0,Potato ,January,Hissar,Haryana ,1038.0
2022.0,Potato ,February,Hissar,Haryana ,975.0
2022.0,Potato ,March,Hissar,Haryana ,1050.0
2022.0,Potato ,April,Hissar,Haryana ,1050.0
2022.0,Potato ,May,Hissar,Haryana ,1375.0
2022.0,Potato ,June,Hissar,Haryana ,1588.0
2022.0,Potato ,July,Hissar,Haryana ,1710.0
2022.0,Potato ,August,Hissar,Haryana ,1825.0
2022.0,Potato ,September,Hissar,Haryana ,1820.0
2022.0,Potato ,October,Hissar,Haryana ,1900.0
2022.0,Potato ,November,Hissar,Haryana ,1950.0
2022.0,Potato ,December,Hissar,Haryana ,1390.0
2022.0,Potato ,January,Karnal,Haryana ,668.0
2022.0,Potato ,February,Karnal,Haryana ,580.0
2022.0,Potato ,March,Karnal,Haryana ,605.0
2022.0,Potato ,April,Karnal,Haryana ,835.0
2022.0,Potato ,May,Karnal,Haryana ,958.0
2022.0,Potato ,June,Karnal,Haryana ,1002.0
2022.0,Potato ,July,Karnal,Haryana ,1358.0
2022.0,Potato ,August,Karnal,Haryana ,1343.0
2022.0,Potato ,September,Karnal,Haryana ,1254.0
2022.0,Potato ,October,Karnal,Haryana ,1370.0
2022.0,Potato ,November,Karnal,Haryana ,1378.0
2022.0,Potato ,December,Karnal,Haryana ,1070.0
2023.0,Potato ,January,Hyderabad,Telangana,2288.0
2023.0,Potato ,February,Hyderabad,Telangana,2100.0
2023.0,Potato ,March,Hyderabad,Telangana,2420.0
2023.0,Potato ,April,Hyderabad,Telangana,2250.0
2023.0,Potato ,May,Hyderabad,Telangana,2075.0
2023.0,Potato ,June,Hyderabad,Telangana,2260.0
2023.0,Potato ,July,Hyderabad,Telangana,2475.0
2023.0,Potato ,August,Hyderabad,Telangana,2325.0
2023.0,Potato ,September,Hyderabad,Telangana,1940.0
2023.0,Potato ,October,Hyderabad,Telangana,1975.0
2023.0,Potato ,November,Hyderabad,Telangana,1975.0
2023.0,Potato ,December,Hyderabad,Telangana,2100.0
2023.0,Potato ,January,Guwahati,Assam,1238.0
2023.0,Potato ,February,Guwahati,Assam,850.0
2023.0,Potato ,March,Guwahati,Assam,740.0
2023.0,Potato ,April,Guwahati,Assam,1225.0
2023.0,Potato ,May,Guwahati,Assam,1575.0
2023.0,Potato ,June,Guwahati,Assam,1445.0
2023.0,Potato ,July,Guwahati,Assam,1506.0
2023.0,Potato ,August,Guwahati,Assam,1488.0
2023.0,Potato ,September,Guwahati,Assam,1420.0
2023.0,Potato ,October,Guwahati,Assam,1400.0
2023.0,Potato ,November,Guwahati,Assam,1406.0
2023.0,Potato ,December,Guwahati,Assam,1380.0
2023.0,Potato ,January,Patna ,Bihar ,1168.0
2023.0,Potato ,February,Patna ,Bihar ,828.0
2023.0,Potato ,March,Patna ,Bihar ,812.0
2023.0,Potato ,April,Patna ,Bihar ,1043.0
2023.0,Potato ,May,Patna ,Bihar ,1228.0
2023.0,Potato ,June,Patna ,Bihar ,1338.0
2023.0,Potato ,July,Patna ,Bihar ,1365.0
2023.0,Potato ,August,Patna ,Bihar ,1418.0
2023.0,Potato ,September,Patna ,Bihar ,1390.0
2023.0,Potato ,October,Patna ,Bihar ,1220.0
2023.0,Potato ,November,Patna ,Bihar ,1265.0
2023.0,Potato ,December,Patna ,Bihar ,1120.0
2023.0,Potato ,January,Hissar,Haryana ,1050.0
2023.0,Potato ,February,Hissar,Haryana ,900.0
2023.0,Potato ,March,Hissar,Haryana ,710.0
2023.0,Potato ,April,Hissar,Haryana ,888.0
2023.0,Potato ,May,Hissar,Haryana ,1100.0
2023.0,Potato ,June,Hissar,Haryana ,1270.0
2023.0,Potato ,July,Hissar,Haryana ,1475.0
2023.0,Potato ,August,Hissar,Haryana ,1413.0
2023.0,Potato ,September,Hissar,Haryana ,1430.0
2023.0,Potato ,October,Hissar,Haryana ,1475.0
2023.0,Potato ,November,Hissar,Haryana ,1275.0
2023.0,Potato ,December,Hissar,Haryana ,930.0
2023.0,Potato ,January,Karnal,Haryana ,528.0
2023.0,Potato ,February,Karnal,Haryana ,385.0
2023.0,Potato ,March,Karnal,Haryana ,361.0
2023.0,Potato ,April,Karnal,Haryana ,568.0
2023.0,Potato ,May,Karnal,Haryana ,708.0
2023.0,Potato ,June,Karnal,Haryana ,830.0
2023.0,Potato ,July,Karnal,Haryana ,850.0
2023.0,Potato ,August,Karnal,Haryana ,850.0
2023.0,Potato ,September,Karnal,Haryana ,814.0
2023.0,Potato ,October,Karnal,Haryana ,758.0
2023.0,Potato ,November,Karnal,Haryana ,1006.0
2023.0,Potato ,December,Karnal,Haryana ,639.0
2022.0,Potato ,January,Shimla ,Himachalpradesh ,1475.0
2022.0,Potato ,February,Shimla ,Himachalpradesh ,1600.0
2022.0,Potato ,March,Shimla ,Himachalpradesh ,1600.0
2022.0,Potato ,April,Shimla ,Himachalpradesh ,1560.0
2022.0,Potato ,May,Shimla ,Himachalpradesh ,1925.0
2022.0,Potato ,June,Shimla ,Himachalpradesh ,2600.0
2022.0,Potato ,July,Shimla ,Himachalpradesh ,2460.0
2022.0,Potato ,August,Shimla ,Himachalpradesh ,2725.0
2022.0,Potato ,September,Shimla ,Himachalpradesh ,3100.0
2022.0,Potato ,October,Shimla ,Himachalpradesh ,2900.0
2022.0,Potato ,November,Shimla ,Himachalpradesh ,2750.0
2022.0,Potato ,December,Shimla ,Himachalpradesh ,1790.0
2022.0,Potato ,January,Bengaluru ,Karnataka ,2063.0
2022.0,Potato ,February,Bengaluru ,Karnataka ,2653.0
2022.0,Potato ,March,Bengaluru ,Karnataka ,1601.0
2022.0,Potato ,April,Bengaluru ,Karnataka ,1554.0
2022.0,Potato ,May,Bengaluru ,Karnataka ,1925.0
2022.0,Potato ,June,Bengaluru ,Karnataka ,2480.0
2022.0,Potato ,July,Bengaluru ,Karnataka ,2545.0
2022.0,Potato ,August,Bengaluru ,Karnataka ,2181.0
2022.0,Potato ,September,Bengaluru ,Karnataka ,2180.0
2022.0,Potato ,October,Bengaluru ,Karnataka ,2145.0
2022.0,Potato ,November,Bengaluru ,Karnataka ,2301.0
2022.0,Potato ,December,Bengaluru ,Karnataka ,2066.0
2022.0,Potato ,January,Mumbai ,Maharashtra ,1063.0
2022.0,Potato ,February,Mumbai ,Maharashtra ,1213.0
2022.0,Potato ,March,Mumbai ,Maharashtra ,1350.0
2022.0,Potato ,April,Mumbai ,Maharashtra ,1530.0
2022.0,Potato ,May,Mumbai ,Maharashtra ,1488.0
2022.0,Potato ,June,Mumbai ,Maharashtra ,1638.0
2022.0,Potato ,July,Mumbai ,Maharashtra ,1770.0
2022.0,Potato ,August,Mumbai ,Maharashtra ,1725.0
2022.0,Potato ,September,Mumbai ,Maharashtra ,1710.0
2022.0,Potato ,October,Mumbai ,Maharashtra ,1913.0
2022.0,Potato ,November,Mumbai ,Maharashtra ,1763.0
2022.0,Potato ,December,Mumbai ,Maharashtra ,1670.0
2022.0,Potato ,January,Nagpur ,Maharashtra ,975.0
2022.0,Potato ,February,Nagpur ,Maharashtra ,1138.0
2022.0,Potato ,March,Nagpur ,Maharashtra ,1138.0
2022.0,Potato ,April,Nagpur ,Maharashtra ,1250.0
2022.0,Potato ,May,Nagpur ,Maharashtra ,1550.0
2022.0,Potato ,June,Nagpur ,Maharashtra ,1688.0
2022.0,Potato ,July,Nagpur ,Maharashtra ,1750.0
2022.0,Potato ,August,Nagpur ,Maharashtra ,1725.0
2022.0,Potato ,September,Nagpur ,Maharashtra ,1730.0
2022.0,Potato ,October,Nagpur ,Maharashtra ,2063.0
2022.0,Potato ,November,Nagpur ,Maharashtra ,1838.0
2022.0,Potato ,December,Nagpur ,Maharashtra ,1680.0
2022.0,Potato ,January,Hoshiarpur,Punjab,706.0
2022.0,Potato ,February,Hoshiarpur,Punjab,688.0
2022.0,Potato ,March,Hoshiarpur,Punjab,900.0
2022.0,Potato ,April,Hoshiarpur,Punjab,880.0
2022.0,Potato ,May,Hoshiarpur,Punjab,1050.0
2022.0,Potato ,June,Hoshiarpur,Punjab,1300.0
2022.0,Potato ,July,Hoshiarpur,Punjab,1590.0
2022.0,Potato ,August,Hoshiarpur,Punjab,1400.0
2022.0,Potato ,September,Hoshiarpur,Punjab,1470.0
2022.0,Potato ,October,Hoshiarpur,Punjab,1538.0
2022.0,Potato ,November,Hoshiarpur,Punjab,1338.0
2022.0,Potato ,December,Hoshiarpur,Punjab,825.0
2023.0,Potato ,January,Shimla ,Himachalpradesh ,1400.0
2023.0,Potato ,February,Shimla ,Himachalpradesh ,1175.0
2023.0,Potato ,March,Shimla ,Himachalpradesh ,1300.0
2023.0,Potato ,April,Shimla ,Himachalpradesh ,1400.0
2023.0,Potato ,May,Shimla ,Himachalpradesh ,1400.0
2023.0,Potato ,June,Shimla ,Himachalpradesh ,1880.0
2023.0,Potato ,July,Shimla ,Himachalpradesh ,2400.0
2023.0,Potato ,August,Shimla ,Himachalpradesh ,2400.0
2023.0,Potato ,September,Shimla ,Himachalpradesh ,2320.0
2023.0,Potato ,October,Shimla ,Himachalpradesh ,2200.0
2023.0,Potato ,November,Shimla ,Himachalpradesh ,2200.0
2023.0,Potato ,December,Shimla ,Himachalpradesh ,1440.0
2023.0,Potato ,January,Bengaluru ,Karnataka ,2075.0
2023.0,Potato ,February,Bengaluru ,Karnataka ,1750.0
2023.0,Potato ,March,Bengaluru ,Karnataka ,1200.0
2023.0,Potato ,April,Bengaluru ,Karnataka ,1356.0
2023.0,Potato ,May,Bengaluru ,Karnataka ,1663.0
2023.0,Potato ,June,Bengaluru ,Karnataka ,1520.0
2023.0,Potato ,July,Bengaluru ,Karnataka ,1494.0
2023.0,Potato ,August,Bengaluru ,Karnataka ,1658.0
2023.0,Potato ,September,Bengaluru ,Karnataka ,1640.0
2023.0,Potato ,October,Bengaluru ,Karnataka ,1825.0
2023.0,Potato ,November,Bengaluru ,Karnataka ,1663.0
2023.0,Potato ,December,Bengaluru ,Karnataka ,1880.0
2023.0,Potato ,January,Mumbai ,Maharashtra ,1525.0
2023.0,Potato ,February,Mumbai ,Maharashtra ,1138.0
2023.0,Potato ,March,Mumbai ,Maharashtra ,1060.0
2023.0,Potato ,April,Mumbai ,Maharashtra ,1150.0
2023.0,Potato ,May,Mumbai ,Maharashtra ,1113.0
2023.0,Potato ,June,Mumbai ,Maharashtra ,1170.0
2023.0,Potato ,July,Mumbai ,Maharashtra ,1225.0
2023.0,Potato ,August,Mumbai ,Maharashtra ,1225.0
2023.0,Potato ,September,Mumbai ,Maharashtra ,1120.0
2023.0,Potato ,October,Mumbai ,Maharashtra ,1025.0
2023.0,Potato ,November,Mumbai ,Maharashtra ,1088.0
2023.0,Potato ,December,Mumbai ,Maharashtra ,1175.0
2023.0,Potato ,January,Nagpur ,Maharashtra ,1475.0
2023.0,Potato ,February,Nagpur ,Maharashtra ,1150.0
2023.0,Potato ,March,Nagpur ,Maharashtra ,870.0
2023.0,Potato ,April,Nagpur ,Maharashtra ,1138.0
2023.0,Potato ,May,Nagpur ,Maharashtra ,1150.0
2023.0,Potato ,June,Nagpur ,Maharashtra ,1275.0
2023.0,Potato ,July,Nagpur ,Maharashtra ,1475.0
2023.0,Potato ,August,Nagpur ,Maharashtra ,1350.0
2023.0,Potato ,September,Nagpur ,Maharashtra ,1350.0
2023.0,Potato ,October,Nagpur ,Maharashtra ,1350.0
2023.0,Potato ,November,Nagpur ,Maharashtra ,1225.0
2023.0,Potato ,December,Nagpur ,Maharashtra ,1269.0
2023.0,Potato ,January,Hoshiarpur,Punjab,544.0
2023.0,Potato ,February,Hoshiarpur,Punjab,569.0
2023.0,Potato ,March,Hoshiarpur,Punjab,567.0
2023.0,Potato ,April,Hoshiarpur,Punjab,525.0
2023.0,Potato ,May,Hoshiarpur,Punjab,688.0
2023.0,Potato ,June,Hoshiarpur,Punjab,720.0
2023.0,Potato ,July,Hoshiarpur,Punjab,763.0
2023.0,Potato ,August,Hoshiarpur,Punjab,900.0
2023.0,Potato ,September,Hoshiarpur,Punjab,920.0
2023.0,Potato ,October,Hoshiarpur,Punjab,975.0
2023.0,Potato ,November,Hoshiarpur,Punjab,925.0
2023.0,Potato ,December,Hoshiarpur,Punjab,660.0
2022.0,Onion,January,Cuddapah,Andhra Pradesh,3075.0
2022.0,Onion,February,Cuddapah,Andhra Pradesh,2800.0
2022.0,Onion,March,Cuddapah,Andhra Pradesh,2300.0
2022.0,Onion,April,Cuddapah,Andhra Pradesh,1910.0
2022.0,Onion,May,Cuddapah,Andhra Pradesh,1975.0
2022.0,Onion,June,Cuddapah,Andhra Pradesh,1713.0
2022.0,Onion,July,Cuddapah,Andhra Pradesh,1770.0
2022.0,Onion,August,Cuddapah,Andhra Pradesh,2113.0
2022.0,Onion,September,Cuddapah,Andhra Pradesh,2120.0
2022.0,Onion,October,Cuddapah,Andhra Pradesh,2200.0
2022.0,Onion,November,Cuddapah,Andhra Pradesh,2175.0
2022.0,Onion,December,Cuddapah,Andhra Pradesh,2230.0
2022.0,Onion,January,Hyderabad,Telangana,1888.0
2022.0,Onion,February,Hyderabad,Telangana,1863.0
2022.0,Onion,March,Hyderabad,Telangana,1725.0
2022.0,Onion,April,Hyderabad,Telangana,1080.0
2022.0,Onion,May,Hyderabad,Telangana,975.0
2022.0,Onion,June,Hyderabad,Telangana,1138.0
2022.0,Onion,July,Hyderabad,Telangana,1180.0
2022.0,Onion,August,Hyderabad,Telangana,1275.0
2022.0,Onion,September,Hyderabad,Telangana,1130.0
2022.0,Onion,October,Hyderabad,Telangana,1375.0
2022.0,Onion,November,Hyderabad,Telangana,1850.0
2022.0,Onion,December,Hyderabad,Telangana,1690.0
2022.0,Onion,January,Guwahati,Assam,3200.0
2022.0,Onion,February,Guwahati,Assam,3063.0
2022.0,Onion,March,Guwahati,Assam,2150.0
2022.0,Onion,April,Guwahati,Assam,1410.0
2022.0,Onion,May,Guwahati,Assam,1688.0
2022.0,Onion,June,Guwahati,Assam,1988.0
2022.0,Onion,July,Guwahati,Assam,2315.0
2022.0,Onion,August,Guwahati,Assam,2275.0
2022.0,Onion,September,Guwahati,Assam,2340.0
2022.0,Onion,October,Guwahati,Assam,2800.0
2022.0,Onion,November,Guwahati,Assam,2800.0
2022.0,Onion,December,Guwahati,Assam,1920.0
2022.0,Onion,January,Patna ,Bihar ,2780.0
2022.0,Onion,February,Patna ,Bihar ,2970.0
2022.0,Onion,March,Patna ,Bihar ,2813.0
2022.0,Onion,April,Patna ,Bihar ,1638.0
2022.0,Onion,May,Patna ,Bihar ,1308.0
2022.0,Onion,June,Patna ,Bihar ,1243.0
2022.0,Onion,July,Patna ,Bihar ,1612.0
2022.0,Onion,August,Patna ,Bihar ,1720.0
2022.0,Onion,September,Patna ,Bihar ,1750.0
2022.0,Onion,October,Patna ,Bihar ,1828.0
2022.0,Onion,November,Patna ,Bihar ,2183.0
2022.0,Onion,December,Patna ,Bihar ,1646.0
2022.0,Onion,January,Karnal,Haryana ,2166.0
2022.0,Onion,February,Karnal,Haryana ,2333.0
2022.0,Onion,March,Karnal,Haryana ,1644.0
2022.0,Onion,April,Karnal,Haryana ,1000.0
2022.0,Onion,May,Karnal,Haryana ,945.0
2022.0,Onion,June,Karnal,Haryana ,963.0
2022.0,Onion,July,Karnal,Haryana ,1320.0
2022.0,Onion,August,Karnal,Haryana ,1401.0
2022.0,Onion,September,Karnal,Haryana ,1268.0
2022.0,Onion,October,Karnal,Haryana ,1527.0
2022.0,Onion,November,Karnal,Haryana ,1606.0
2022.0,Onion,December,Karnal,Haryana ,1586.0
2022.0,Onion,January,Udhampur,Jammu & Kashmir,3000.0
2022.0,Onion,February,Udhampur,Jammu & Kashmir,3000.0
2022.0,Onion,March,Udhampur,Jammu & Kashmir,2450.0
2022.0,Onion,April,Udhampur,Jammu & Kashmir,1690.0
2022.0,Onion,May,Udhampur,Jammu & Kashmir,1625.0
2022.0,Onion,June,Udhampur,Jammu & Kashmir,1750.0
2022.0,Onion,July,Udhampur,Jammu & Kashmir,1890.0
2022.0,Onion,August,Udhampur,Jammu & Kashmir,1925.0
2022.0,Onion,September,Udhampur,Jammu & Kashmir,1870.0
2022.0,Onion,October,Udhampur,Jammu & Kashmir,2150.0
2022.0,Onion,November,Udhampur,Jammu & Kashmir,2700.0
2022.0,Onion,December,Udhampur,Jammu & Kashmir,2100.0
2022.0,Onion,January,Mysore,Karnataka ,2513.0
2022.0,Onion,February,Mysore,Karnataka ,2469.0
2022.0,Onion,March,Mysore,Karnataka ,1781.0
2022.0,Onion,April,Mysore,Karnataka ,1450.0
2022.0,Onion,May,Mysore,Karnataka ,1350.0
2022.0,Onion,June,Mysore,Karnataka ,1450.0
2022.0,Onion,July,Mysore,Karnataka ,1500.0
2022.0,Onion,August,Mysore,Karnataka ,1533.0
2022.0,Onion,September,Mysore,Karnataka ,1625.0
2022.0,Onion,October,Mysore,Karnataka ,1950.0
